Format,Tool,Repo,Stars,Watchers,Forks,Releases,Contributors,OpenIssues,ClosedIssues,OpenPullRequest,ClosedPullRequest,creation_date,age,Commits
CycloneDx,Github,satyendra22/SBOM-generated-for-.net-project-via-cyclonedx,0,2,,0,,,,0,0,2021-10-26T14:20:43Z,932,6
SPDX,Github,savinos/SPDX-Tools,1,2,,0,,,,0,0,2012-01-20T10:32:18Z,4499,52
CycloneDx,Github,sbomtools/apk2sbom,3,1,,0,,,,0,0,2022-02-10T13:28:28Z,825,2
SPDX,Github,sbomtools/apk2sbom,3,1,,0,,,,0,0,2022-02-10T13:28:28Z,825,2
CycloneDx,Github,sbomtools/apt2sbom,22,4,,0,,,,0,0,2021-12-08T18:53:37Z,889,50
SPDX,Github,sbomtools/apt2sbom,22,4,,0,,,,0,0,2021-12-08T18:53:37Z,889,50
CycloneDx,Github,sbomtools/sbomtools,7,2,,0,,,,0,2,2022-01-28T06:10:19Z,838,39
SPDX,Github,sbomtools/sbomtools,7,2,,0,,,,0,2,2022-01-28T06:10:19Z,838,39
SPDX,Github,sclorg-distgit/nodejs-spdx,0,5,,0,,,,0,0,2016-01-25T18:08:07Z,3033,2
SPDX,Github,sclorg-distgit/nodejs-spdx-correct,0,5,,0,,,,0,0,2016-01-25T18:18:18Z,3033,2
SPDX,Github,sclorg-distgit/nodejs-spdx-exceptions,0,5,,0,,,,0,0,2016-01-25T18:18:45Z,3033,2
SPDX,Github,sclorg-distgit/nodejs-spdx-expression-parse,0,5,,0,,,,0,0,2016-01-25T18:25:11Z,3033,2
SPDX,Github,sclorg-distgit/nodejs-spdx-license-ids,0,5,,0,,,,0,0,2016-01-25T18:25:44Z,3033,2
CycloneDx,Github,sduquette-devolutions/CyclonedxDotnetRepro,0,1,,0,,,,0,0,2022-04-05T17:59:13Z,771,1
SPDX,Github,seabass-labrax/spdx-license-list-faqs,0,0,,0,,,,0,0,2021-04-19T10:03:09Z,1122,2
SPDX,Github,sean-clayton/licensor,5,2,,4,2,,,0,1,2020-10-02T22:51:58Z,1321,34
SPDX,Github,sebdeckers/talk-spdx,1,1,,0,,,,0,0,2015-10-21T05:14:20Z,3129,1
SPDX,Github,sekunho/cabal-check-fail,N/A,N/A,,0,,,,N/A,N/A,2022-01-31T08:16:04Z,N/A,N/A
SPDX,Github,senorprogrammer/spdx-racer,0,3,,0,,,,0,1,2021-05-05T22:25:16Z,1106,13
CycloneDx,Github,sepbit/wpbom,2,1,,0,,,,0,0,2021-12-21T00:50:51Z,877,16
CycloneDx,Github,sephiroth-j/node-dependency-track-upload,1,0,,0,,,,0,0,2020-01-22T20:34:52Z,1575,20
SPDX,Github,sergeysova/license.js,8,1,,3,,,,0,0,2016-06-10T15:08:57Z,2896,27
SPDX,Github,ShaigroRB/spdx-license-list-as-text,0,2,,0,,,,0,0,2019-09-25T10:03:00Z,1694,3
SPDX,Github,shinnn/get-spdx-license-ids,0,1,,0,2,,,0,1,2016-01-12T10:23:14Z,3046,22
SPDX,Github,shinnn/is-spdx-license-id.js,0,2,,0,,,,0,0,2014-10-31T06:48:35Z,3484,20
SPDX,Github,shinnn/spdx-license-id-set,0,1,,0,,,,0,0,2016-01-01T05:21:43Z,3057,4
SPDX,Github,shnitish/spdx-html,0,1,,0,,,,0,4,2019-08-03T12:53:43Z,1747,10
SPDX,Github,shnitish/spdx-pdf-html-template,0,0,,0,,,,0,15,2019-06-01T14:06:08Z,1810,42
CycloneDx,Github,siculo/sbt-bom,15,3,,2,,,,0,20,2019-03-19T13:58:11Z,1884,105
CycloneDx,Official,siculo/sbt-bom,15,3,,2,,,,0,20,2019-03-19T13:58:11Z,1884,105
SPDX,Github,siemens/spdx-licenselist,N/A,N/A,,N/A,2,,,N/A,N/A,N/A,N/A,N/A
SPDX,Github,sindresorhus/spdx-license-list,87,9,,12,9,,,0,11,2014-08-05T20:02:07Z,3571,63
SPDX,Github,skyzyx/spdx-licenses,0,3,,1,,,,0,0,2012-10-14T06:33:36Z,4231,7
SPDX,Github,snyk-tech-services/snyk2spdx,14,5,,18,4,,,2,44,2021-05-21T15:59:04Z,1090,92
CycloneDx,Official,sonatype-nexus-community/auditjs,220,13,,139,21,,,10,96,2015-09-01T06:16:45Z,3179,389
CycloneDx,Official,sonatype-nexus-community/chelsea,12,8,,0,10,,,3,28,2019-03-09T20:35:57Z,1894,127
CycloneDx,Github,sonatype-nexus-community/cyclonedx-sbom-examples,6,13,,0,3,,,0,1,2020-07-30T08:58:40Z,1385,29
CycloneDx,Github,sonatype-nexus-community/go-sona-types,3,8,,7,5,,,0,20,2020-05-22T19:15:57Z,1454,42
CycloneDx,Official,sonatype-nexus-community/go-sona-types,3,8,,7,5,,,0,20,2020-05-22T19:15:57Z,1454,42
CycloneDx,Official,sonatype-nexus-community/jake,102,8,,29,14,,,4,75,2019-10-10T20:05:24Z,1679,536
CycloneDx,Official,sonatype-nexus-community/nancy,545,20,,115,26,,,4,150,2019-01-31T21:30:35Z,1931,282
SPDX,Github,sp9skp/spdxl,4,3,,0,,,,2,0,2021-01-17T16:24:08Z,1214,95
SPDX,Github,spandx/spandx,3,1,,0,3,,,1,103,2019-11-23T00:28:25Z,1636,914
SPDX,Github,SPDX-CaseStudy/files,0,2,,0,2,,,0,1,2017-05-31T15:53:03Z,2541,14
SPDX,Github,SPDX-Git/SPDX-Git-Scanner,N/A,N/A,,N/A,3,,,N/A,N/A,N/A,N/A,N/A
SPDX,Github,spdx/ATTIC-airs,4,4,,0,,,,0,0,2015-03-23T22:43:18Z,3341,7
SPDX,Github,spdx/ATTIC-tools-go,6,6,,0,5,,,0,3,2015-03-23T21:55:34Z,3341,137
SPDX,Github,spdx/canonical-serialisation,2,7,,0,,,,0,4,2022-07-11T13:12:10Z,674,9
SPDX,Github,spdx/DOCS,1,8,,0,,,,0,0,2022-07-07T15:21:44Z,678,1
SPDX,Github,spdx/governance,14,6,,0,2,,,1,8,2021-08-25T13:57:00Z,994,18
SPDX,Github,spdx/license-coverage-grader,7,7,,0,4,,,1,16,2017-08-17T04:08:49Z,2464,135
SPDX,Github,spdx/license-list,42,14,,0,5,,,0,9,2015-03-23T22:40:32Z,3341,78
SPDX,Github,spdx/license-list-data,477,34,,22,2,,,0,23,2016-04-15T22:48:00Z,2952,630
SPDX,Github,spdx/license-list-XML,327,48,,22,61,,,4,1397,2016-03-24T21:15:07Z,2974,4346
SPDX,Github,spdx/license-test-generator,3,4,,0,2,,,0,0,2017-09-07T17:37:02Z,2442,4
SPDX,Github,spdx/meetings,22,11,,0,13,,,73,606,2020-06-04T16:17:09Z,1441,848
SPDX,Github,spdx/package-licenses-mapping,2,3,,0,,,,0,0,2019-09-25T13:31:51Z,1694,1
SPDX,Github,spdx/sbom-landscape,15,5,,0,3,,,3,21,2021-05-13T21:36:52Z,1098,20
SPDX,Github,spdx/schema-to-java,3,8,,0,3,,,1,7,2020-05-14T15:57:06Z,1462,95
SPDX,Github,spdx/spdx-3-model,61,20,,3,2,,,16,461,2021-10-17T22:37:45Z,941,647
SPDX,Github,spdx/spdx-adoption,3,5,,0,3,,,2,3,2019-05-08T20:33:20Z,1834,7
SPDX,Github,spdx/spdx-build-tool,11,6,,0,4,,,1,7,2018-08-13T18:21:03Z,2102,51
SPDX,Official,spdx/spdx-build-tool,11,6,,0,4,,,1,7,2018-08-13T18:21:03Z,2102,51
SPDX,Github,spdx/spdx-examples,108,11,,0,2,,,6,39,2020-07-17T22:49:19Z,1398,83
SPDX,Github,spdx/spdx-github,5,6,,0,3,,,0,10,2017-05-17T16:14:53Z,2555,168
SPDX,Github,spdx/spdx-java-jackson-store,3,3,,18,2,,,1,42,2020-01-17T23:36:22Z,1580,157
SPDX,Github,spdx/Spdx-Java-Library,30,6,,26,7,,,1,131,2019-06-07T18:15:28Z,1804,511
SPDX,Github,spdx/spdx-java-rdf-store,2,3,,18,2,,,1,41,2019-12-06T23:06:03Z,1622,163
SPDX,Github,spdx/spdx-java-spreadsheet-store,2,3,,14,2,,,0,22,2020-05-12T03:20:45Z,1465,89
SPDX,Github,spdx/spdx-java-tagvalue-store,2,3,,15,,,,1,34,2020-09-09T03:26:27Z,1345,118
SPDX,Github,spdx/spdx-license-diff,33,6,,29,3,,,2,86,2018-04-15T04:41:03Z,2223,373
SPDX,Github,spdx/spdx-license-matcher,25,4,,5,4,,,0,17,2019-06-20T21:32:23Z,1791,75
SPDX,Github,spdx/spdx-maven-plugin,39,5,,17,10,,,0,108,2014-01-13T19:55:58Z,3775,246
SPDX,Official,spdx/spdx-maven-plugin,39,5,,17,10,,,0,108,2014-01-13T19:55:58Z,3775,246
SPDX,Github,spdx/spdx-online-tools,59,14,,6,21,,,13,271,2017-05-22T23:58:36Z,2550,1205
SPDX,Official,spdx/spdx-online-tools,59,14,,6,21,,,13,271,2017-05-22T23:58:36Z,2550,1205
SPDX,Github,spdx/spdx-spec,268,33,,11,38,,,16,477,2017-05-10T17:47:17Z,2562,656
SPDX,Github,spdx/spdx-to-osv,56,7,,5,2,,,2,17,2021-09-29T18:40:04Z,959,57
SPDX,Github,spdx/spdx-tools-js,9,4,,0,2,,,0,1,2020-01-08T02:32:44Z,1589,31
SPDX,Official,spdx/spdx-tools-js,9,4,,0,2,,,0,1,2020-01-08T02:32:44Z,1589,31
SPDX,Github,spdx/tools,123,18,,23,18,,,3,166,2015-03-23T21:46:19Z,3341,1015
SPDX,Official,spdx/tools-golang,110,12,,11,9,,,2,134,2019-01-10T21:31:26Z,1952,464
SPDX,Github,spdx/tools-golang,110,12,,11,9,,,2,134,2019-01-10T21:31:26Z,1952,464
SPDX,Github,spdx/tools-java,55,6,,17,7,,,1,70,2020-01-06T18:02:19Z,1591,233
SPDX,Official,spdx/tools-java,55,6,,17,7,,,1,70,2020-01-06T18:02:19Z,1591,233
SPDX,Official,spdx/tools-python,163,23,,15,33,,,7,454,2015-03-23T21:54:39Z,3341,1379
SPDX,Github,spdx/tools-python,163,23,,15,33,,,7,454,2015-03-23T21:54:39Z,3341,1379
SPDX,Github,spdx/yalm-python,6,6,,0,3,,,0,7,2020-07-02T07:43:26Z,1413,133
SPDX,Github,spdxdmn/spdxdmn,0,1,,0,,,,0,0,2022-03-24T01:19:19Z,784,2
SPDX,Github,spdxz1/spdxz1,0,1,,0,,,,0,0,2022-03-21T19:56:25Z,786,14
SPDX,Github,src-d/go-license-detector,234,11,,10,14,,,4,55,2018-01-30T09:21:57Z,2297,169
SPDX,Github,sschuberth/spdx-stuff,0,2,,0,,,,0,0,2017-02-17T08:10:18Z,2644,6
SPDX,Github,sSpeedx/SpdxDDOS,4,1,,0,,,,0,0,2022-04-29T02:18:30Z,747,14
SPDX,Github,sst-yoshizumi/SPDX-CSV,0,2,,0,4,,,0,0,2020-03-24T00:06:51Z,1514,135
CycloneDx,Github,Starkiller1988/mockup_cyclonedx,0,1,,0,,,,0,0,2022-05-05T05:53:46Z,741,1
SPDX,Github,stdarg/spdx-licenses,6,3,,0,3,,,1,2,2014-01-05T20:27:05Z,3783,15
SPDX,Github,stephanlachnit/dep5convert,4,3,,0,,,,0,0,2022-02-11T00:33:29Z,825,12
CycloneDx,Github,sthagen/cyclonedx-lint,1,2,,2,,,,0,40,2021-03-02T18:13:01Z,1170,2133
SPDX,Github,sthagen/spdx-lint,1,2,,4,,,,0,61,2021-02-28T10:40:00Z,1172,2130
CycloneDx,Github,sudo-bmitch/convert-nix-cyclonedx,4,2,,0,2,,,0,1,2021-10-20T19:51:03Z,938,5
SPDX,Github,supersimple/spdx,1,4,,0,,,,0,0,2021-05-22T05:14:22Z,1089,6
SPDX,Github,sw360/sw360portal,34,24,,10,20,,,1,351,2015-09-28T20:56:14Z,3152,987
SPDX,Github,swarley/gem-license,2,1,,0,,,,0,0,2019-05-23T00:39:43Z,1820,8
SPDX,Github,swinslow-test/spdx-swinslow,0,1,,0,,,,0,0,2021-09-29T14:10:10Z,959,3
SPDX,Github,swinslow/cmake-spdx,23,6,,0,2,,,0,4,2020-08-30T04:42:08Z,1354,31
SPDX,Github,swinslow/docfest-20210916,0,3,,0,,,,0,0,2021-09-03T00:02:46Z,986,1
SPDX,Github,swinslow/kernel-spdx-ids,4,2,,0,,,,0,2,2018-12-12T23:07:34Z,1981,6
SPDX,Official,swinslow/kernel-spdx-ids,4,2,,0,,,,0,2,2018-12-12T23:07:34Z,1981,6
SPDX,Github,swinslow/kernelscan-py,1,3,,0,,,,0,0,2019-01-16T13:59:03Z,1946,3
SPDX,Github,swinslow/npm-spdx,11,3,,0,,,,20,9,2019-11-18T15:01:12Z,1640,8
SPDX,Official,swinslow/npm-spdx,11,3,,0,,,,20,9,2019-11-18T15:01:12Z,1640,8
SPDX,Github,swinslow/plugfest2-sboms,0,3,,0,,,,0,0,2021-05-30T16:51:42Z,1081,8
SPDX,Github,swinslow/spdx-cookbook,0,2,,0,,,,0,0,2019-10-25T19:01:38Z,1664,2
SPDX,Github,swinslow/spdx-go,4,2,,0,,,,0,19,2018-09-23T18:51:29Z,2061,107
SPDX,Github,swinslow/spdx-oin,1,3,,0,,,,0,1,2018-12-09T23:15:32Z,1984,10
SPDX,Github,swinslow/spdx-swinslow,0,3,,0,,,,0,0,2020-01-31T03:38:54Z,1566,4
SPDX,Github,swinslow/spdxify,0,2,,0,,,,0,0,2019-08-24T19:46:04Z,1726,6
SPDX,Github,swinslow/spdxLicenseManager,0,2,,0,,,,0,0,2018-01-20T19:58:53Z,2307,186
SPDX,Github,swinslow/spdxSummarizer,2,2,,1,,,,0,0,2017-09-23T12:49:07Z,2426,35
SPDX,Github,tbouron/spdx-license-checker,5,3,,0,,,,0,0,2016-04-15T09:50:41Z,2952,9
SPDX,Github,Terkwood/spdx-blaster,3,2,,4,,,,0,4,2020-05-17T16:36:31Z,1459,33
CycloneDx,Official,tern-tools/tern,940,31,,23,64,,,4,708,2017-11-27T23:32:17Z,2361,1102
SPDX,Github,tern-tools/tern,940,31,,23,64,,,4,708,2017-11-27T23:32:17Z,2361,1102
SPDX,Official,tern-tools/tern,940,31,,23,64,,,4,708,2017-11-27T23:32:17Z,2361,1102
SPDX,Github,TheFinks/Fossology-Ninka,0,5,,0,2,,,0,0,2014-02-03T08:13:58Z,3754,140
CycloneDx,Official,thepwagner/sbom-action,1,2,,9,2,,,2,432,2022-07-13T20:37:36Z,672,911
CycloneDx,Github,TheTechSurgeon/CYCLONEDX,0,2,,0,,,,0,0,2021-08-17T16:57:45Z,1002,1
CycloneDx,Official,thinksabin/DTrackAuditor,10,4,,6,3,,,0,51,2020-05-29T22:51:01Z,1447,211
CycloneDx,Github,thspinto/oss_inventory,2,3,,0,3,,,7,10,2020-04-05T14:15:01Z,1501,30
CycloneDx,Official,thspinto/oss_inventory,2,3,,0,3,,,7,10,2020-04-05T14:15:01Z,1501,30
CycloneDx,Official,thspinto/oss_inventory,2,3,,0,3,,,7,10,2020-04-05T14:15:01Z,1501,30
SPDX,Github,tiaanduplessis/license-o-matic,5,2,,0,5,,,0,10,2018-03-30T15:51:27Z,2238,24
CycloneDx,Github,tjarrettveracode/veracode-collections-sbom,2,1,,0,,,,1,0,2022-05-05T14:10:46Z,741,9
SPDX,Github,tk-tanab/spdx_lite_depends,1,1,,0,3,,,1,2,2022-07-05T05:22:53Z,680,31
SPDX,Github,tngraf/Tethys.SPDX,0,1,,5,,,,0,4,2022-02-09T18:58:01Z,826,55
SPDX,Github,TobyAndToby/License-Identifiers,0,1,,0,2,,,2,0,2021-02-28T16:00:30Z,1172,45
SPDX,Github,Tokenbaldu/TOKEN-BALDU,1,1,,0,,,,0,1,2021-12-27T17:23:15Z,870,4
CycloneDx,Official,trailofbits/pip-audit,924,25,,59,13,,,5,507,2021-09-02T15:19:39Z,986,603
CycloneDx,Github,traubad/CycloneDXDirectoryConverter,0,1,,0,,,,0,0,2021-07-18T14:13:29Z,1032,8
SPDX,Github,TrustSource/ts-spdx-upload,0,3,,0,2,,,0,0,2022-03-28T15:49:47Z,779,5
SPDX,Github,tsteenbe/openchain-spec,0,1,,0,,,,0,0,2017-06-18T15:44:06Z,2523,2
SPDX,Github,tsteenbe/spdx-spec,0,2,,5,2,,,0,0,2017-05-02T20:18:36Z,2570,47
SPDX,Github,tuananh/validate-spdx-license,1,2,,0,,,,0,0,2022-07-01T08:23:34Z,684,5
SPDX,Github,ubinux/get_spdx,0,4,,0,,,,0,2,2019-09-06T08:26:30Z,1713,10
SPDX,Github,ubinux/SW360tools,1,3,,1,3,,,10,18,2019-11-18T00:32:03Z,1641,17
SPDX,Github,utkarshshendge/spdx-guideline-examples,0,1,,0,,,,0,0,2021-04-02T04:15:29Z,1139,4
CycloneDx,Github,veracode/cyclonedx-property-taxonomy,0,2,,0,,,,0,0,2022-08-02T03:48:42Z,652,8
CycloneDx,Official,veracode/srcclr_sbom_gen,1,1,,0,,,,0,1,2021-07-19T13:42:36Z,1031,7
SPDX,Github,vkambhampaty/SPDX-2.0,0,2,,0,2,,,0,1,2015-03-11T14:04:45Z,3353,9
SPDX,Github,vladvelici/spdx-go,2,2,,0,2,,,0,0,2014-05-27T08:49:03Z,3641,129
SPDX,Github,vmware-archive/license-notices-linter,0,2,,0,,,,0,0,2020-09-11T10:27:13Z,1342,8
SPDX,Github,vohidjon123/google,9,3,,0,,,,0,0,2022-04-13T14:01:22Z,763,1
CycloneDx,Github,voltone/rebar3_sbom,9,1,,5,2,,,0,9,2019-11-19T15:31:55Z,1639,13
CycloneDx,Github,voltone/sbom,35,2,,5,3,,,2,8,2019-10-24T14:23:13Z,1665,11
SPDX,Github,vpenmatsa/spdxDashboard,0,2,,0,,,,0,0,2014-05-07T20:18:03Z,3661,3
SPDX,Github,whitesource-ps/ws-import-spdx,N/A,N/A,,N/A,2,,,N/A,N/A,N/A,N/A,N/A
SPDX,Github,whitesource-ps/ws-sbom-generator,32,7,,62,9,,,1,114,2021-04-12T09:48:48Z,1129,170
SPDX,Github,winlinvip/spdx_bsl,0,2,,0,,,,0,0,2021-05-31T02:44:36Z,1081,3
SPDX,Github,winlinvip/spdx_mit,0,1,,0,,,,0,0,2021-05-31T01:13:14Z,1081,8
SPDX,Github,winlinvip/spdx_mit_or_mulan,0,1,,0,,,,0,0,2021-05-31T00:31:51Z,1081,18
SPDX,Github,woinbo/SPDX-License-detector,0,1,,0,,,,0,0,2021-03-31T14:53:17Z,1141,1
SPDX,Github,wojtekmach/spdx,1,3,,0,,,,0,0,2018-12-28T21:42:01Z,1965,5
SPDX,Github,xswordsx/spdx-to-react,0,2,,2,2,,,5,22,2017-05-30T05:53:50Z,2542,66
SPDX,Github,y-ashiduka/fossdriver-test,1,1,,0,,,,0,1,2019-11-12T10:50:34Z,1646,3
SPDX,Github,yevster/spdx-edit,3,3,,4,3,,,5,20,2015-07-01T07:04:46Z,3241,111
SPDX,Github,yevster/spdxtra-license-download,0,2,,1,,,,0,0,2016-05-19T08:17:54Z,2918,6
SPDX,Github,yohangz/packer-cli,86,3,,0,3,,,22,5,2018-09-18T10:28:18Z,2066,531
SPDX,Github,yoyoqe/uououou,2,1,,0,,,,0,0,2021-06-26T15:34:10Z,1054,1
SPDX,Github,zchee/go-spdx,0,2,,0,,,,0,0,2020-03-11T23:04:35Z,1526,3
CycloneDx,Github,zg2pro/cyclonedx-plugin-issue-117,0,1,,0,,,,0,0,2021-08-12T08:31:29Z,1007,6
SPDX,Github,zvr/hub-spdx,0,3,,0,,,,0,0,2018-04-24T17:17:46Z,2213,132
SPDX,Github,zvr/xmlindent,3,4,,0,,,,0,0,2017-08-19T09:24:45Z,2461,12
