tool_used,about,link,projectCategory,tags,licence,stars,watchers,forks,releases,latestRelease,packages,usedBy,contributors,openIssues,closedIssues,openPRs,closedPRs,commits,programmingLanguage
syft,,https://github.com/paketo-buildpacks/php-dist,[],['cnb'],Apache-2.0 license,9,16,8,262,v2.1.12,0,,24,8,23,2,567,887,Ruby
syft,,https://github.com/paketo-buildpacks/pip,[],['cnb'],Apache-2.0 license,6,16,7,179,v0.18.0,0,,26,2,23,6,432,646,Go
syft,,https://github.com/paketo-buildpacks/mri,[],"['ruby', 'cnb']",Apache-2.0 license,7,16,7,221,v0.14.6,0,,22,1,27,0,516,709,Go
syft,,https://github.com/paketo-buildpacks/cpython,[],['cnb'],Apache-2.0 license,6,17,14,224,v1.9.0,0,,26,9,32,5,539,774,Go
syft,A Cloud Native Buildpack that builds Leiningen-based applications from source,https://github.com/paketo-buildpacks/leiningen,[],"['leiningen', 'build-system', 'cnb', 'jvm-applications']",Apache-2.0 license,7,6,4,39,Paketo Buildpack for Leiningen 4.6.5,0,,9,0,1,0,213,390,Go
syft,,https://github.com/docker/index-cli-plugin,[],[],Apache-2.0 license,40,3,11,35,v0.0.35,2,,4,4,2,7,12,101,Go
syft,A Cloud Native Buildpack that builds Maven-based applications from source,https://github.com/paketo-buildpacks/maven,[],"['maven', 'build-system', 'cnb', 'jvm-applications']",Apache-2.0 license,23,8,13,76,Paketo Buildpack for Maven 6.15.7,0,,14,2,26,1,260,560,Go
syft,A Cloud Native Buildpack for npm,https://github.com/paketo-buildpacks/npm-install,[],['cnb'],Apache-2.0 license,7,17,14,216,v1.3.0,0,,33,5,48,3,476,824,Go
syft,A Cloud Native Buildpack for Node,https://github.com/paketo-buildpacks/node-engine,[],['cnb'],Apache-2.0 license,17,19,25,325,v2.0.0,0,1,39,5,38,4,664,"1,106",Go
syft,,https://github.com/paketo-buildpacks/miniconda,[],['cnb'],Apache-2.0 license,4,17,4,139,v0.8.5,0,,20,2,13,6,372,564,Go
syft,,https://github.com/paketo-buildpacks/bundler,[],['cnb'],Apache-2.0 license,3,15,6,209,v0.7.24,0,,17,3,21,0,548,677,Go
syft,HummerRisk 是云原生安全平台，包括混合云安全治理和云原生安全检测。,https://github.com/HummerRisk/HummerRisk,[],"['security', 'vulnerability', 'cloud-native', 'compliance', 'cloud-custodian', 'compliance-as-code', 'prowler', 'sbom', 'kubernetes-security', 'trivy', 'k8s-security', 'cspm', 'cloud-native-security']",GPL-3.0 license,16000,108,275,27,v1.4.1,0,,12,35,178,0,234,"3,109",Java
syft,k0s - The Zero Friction Kubernetes,https://github.com/k0sproject/k0s,[],['kubernetes'],View license,17000,15,311,206,v1.27.6+k0s.0,,3,83,81,834,18,2590,"4,283",Go
syft,Beautiful keymap visualizations,https://github.com/chdorner/keytographer,[],[],MIT license,3,1,0,1,v0.1.0-alpha.1,0,,,10,0,0,4,70,Go
syft,Go library that provides a set of conversion utilities to help migrate between different versioned Go structs.,https://github.com/anchore/go-struct-converter,[],[],Apache-2.0 license,4,11,1,,,0,,3,0,0,0,4,5,Go
syft,,https://github.com/khulnasoft-lab/go-struct-converter,[],[],Apache-2.0 license,0,0,1,,,0,,3,0,0,1,6,20,Go
syft,,https://github.com/anchore/fangs,[],[],Apache-2.0 license,2,11,1,,,0,24,4,0,0,1,21,22,Go
syft,Scripts to convert official buildpacks for arm64 architecture (M1 Macs),https://github.com/maliksalman/arm64-buildpacks-converter,[],[],,1,2,0,,,0,,3,0,0,0,0,57,Java
syft,My personal .files,https://github.com/blacktop/dotfiles,[],[],,9,2,1,6,Works,0,,,0,0,0,0,75,Shell
syft,,https://github.com/statik/dotfiles,[],"['dotfiles', 'stow']",,3,3,0,,,0,,2,0,0,0,0,125,Shell
syft,,https://github.com/repi/dotfiles,[],[],,0,1,0,,,0,,,0,0,0,0,22,Nushell
syft,Ansible OSX laptop setup,https://github.com/RobertHorrox/osx-laptop,[],[],,0,2,0,,,0,,,0,0,0,0,3,Shell
syft,,https://github.com/raksit31667/dotfiles,[],[],,0,1,0,,,0,,,0,0,0,0,26,Shell
syft,,https://github.com/tillepille/dotfiles,[],[],,1,2,0,,,0,,,0,0,0,0,51,Ruby
syft,,https://github.com/niklaswallerstedt/dotfiles,[],[],,0,1,0,,,0,,,0,0,0,0,63,Shell
syft,personal config for POSIX systems,https://github.com/trevrosen/dotfiles,[],[],,0,1,0,,,0,,2,0,0,0,0,115,Vim
syft,.files,https://github.com/dolfolife/dotfiles,[],[],,2,0,0,,,0,,,0,0,0,0,39,Shell
syft,my dotfiles,https://github.com/Dariusch/dotfiles,[],[],,0,1,0,,,0,,,0,0,0,0,21,Shell
syft,My Dev Environment,https://github.com/tdjordan/dotfiles,[],[],,5,3,0,,,0,,,0,0,0,0,436,Lua
syft,me dotfiles mate,https://github.com/dev01d/dotfiles,[],[],,0,1,0,,,0,,,0,2,0,2,163,Shell
syft,"🔨 My macOS dotfiles repository, to install, `brew install yadm yadm clone https://github.com/tiulpin/tiulpin.git --bootstrap`",https://github.com/tiulpin/tiulpin,[],"['macos', 'dotfiles', 'yadm']",,3,2,1,,,,,,0,8,0,0,38,Shell
syft,"🎲 Tracking the most popular GitHub repos, updated daily",https://github.com/ifyour/github-trending-archive,[],"['github-api', 'archive', 'trending']",MIT license,18,4,8,,,0,,2,0,0,0,4,"1,625",JavaScript
syft,Github Scraping Github trending.,https://github.com/kun-g/Scraping-Github-trending,[],[],,2,3,1,,,0,,,1,0,0,0,"1,890",Python
syft,,https://github.com/toolslog/hot,[],[],Apache-2.0 license,2,1,4,2813,result,0,,2,0,0,0,1,"19,404",Python
syft,"Assessment reports of all the open source projects tracked by BeSecure community is maintained here. Commonly done assessments are static code analysis, license compliance checks, criticality scores and fuzzing",https://github.com/Be-Secure/besecure-assessment-datastore,[],[],Apache-2.0 license,1,1,13,,,0,,17,1,6,1,164,373,
syft,A news curator for developers,https://github.com/meetyan/news,[],[],,4,1,6,,,,,4,0,0,0,3,"39,176",HTML
syft,A place for explorations and proofs-of-concept related to the development of Paketo buildpacks.,https://github.com/paketo-community/explorations,[],[],,1,5,2,,,0,,5,1,1,0,16,17,Shell
syft,🦄,https://github.com/codethread/PersonalConfigs,[],[],,2,1,0,,,0,,,0,7,0,15,633,Lua
syft,Github Daily Trending Archives,https://github.com/willin/github-trending,[],"['github', 'trending', 'trends']",MIT license,19,6,5,,,0,,2,0,0,1,15,"1,451",JavaScript
syft,,https://github.com/Albertoimpl/trivi-native-image-report,[],[],,0,2,0,,,0,,,0,0,0,0,1,Java
syft,Git RSS,https://github.com/chyroc/rss,[],['rss'],,10,4,5,,,0,,2,0,0,1,0,"80,735",HTML
syft,,https://github.com/tiburcekouagou/scoop,[],[],,0,1,0,,,0,,,0,0,0,0,1,PowerShell
syft,📰 Fetch daily trending repositories information on GitHub Trending Page by script writen in JavaScript and executed with GitHub Actions Service.,https://github.com/Hsins/Daily-GitHub-Trending,[],"['crawlers', 'github-actions', 'github-actions-javascript']",MIT license,12,4,4,,,0,,4,0,1,1,8,"3,271",JavaScript
syft,GitHub Action for installing development tools (mainly from GitHub Releases).,https://github.com/taiki-e/install-action,[],['github-actions'],,147,4,17,249,2.18.17,,4000,15,7,28,2,196,818,Shell
syft,Creates and updates your Dependabot config.,https://github.com/devops-kung-fu/hinge,[],"['scanner', 'insights', 'vulnerability', 'vulnerabilities', 'dependabot']",MPL-2.0 license,6,3,2,15,v1.0.1,,,3,0,1,11,39,36,Go
syft,Scans SBOMs for vulnerabilities with Grype,https://github.com/ckotzbauer/vulnerability-operator,[],"['kubernetes', 'security', 'vulnerabilities', 'cve', 'sbom', 'grype', 'policyreport']",MIT license,74,3,9,27,0.20.0,2,,8,2,5,2,336,457,Go
syft,🍋Yet Another Personal Bucket for Scoop/Shovel,https://github.com/hoilc/scoop-lemon,[],"['windows', 'scoop', 'shovel', 'scoop-apps', 'scoop-bucket', 'shovel-bucket']",View license,51,2,11,,,,,7,1,49,0,770,"13,168",PowerShell
syft,,https://github.com/sethmlarson/manylinux-image-sboms,[],[],,0,1,0,,,0,,,0,0,0,0,1,Python
syft,Original address: https://github.com/ScoopInstaller/Main,https://github.com/Niefee/scoop-main,[],[],Unlicense license,0,1,0,,,0,,839,0,0,0,2,"43,063",PowerShell
syft,Investigating BoM tools,https://github.com/sophiewigmore/bom,[],[],,0,1,0,,,0,,2,0,0,0,0,20,
syft,SBOM Analysis repo for docker containers.,https://github.com/ayedaemon/Docker_SBOMs,[],[],,0,2,0,,,0,,,0,0,0,0,2,Python
syft,Another bucket for scoop,https://github.com/brave-simpletons/scoop-the-business,[],[],Unlicense license,4,4,2,,,0,,5,8,11,0,84,"4,042",PowerShell
syft,,https://github.com/devops-kung-fu/gitkon,[],[],,0,0,0,,,0,,,0,0,0,0,2,Go
syft,various config files,https://github.com/bdashrad/dotfiles,[],"['dotfiles', 'hacktoberfest']",,2,2,1,,,0,,,0,0,2,45,639,Shell
syft,,https://github.com/openeuler-mirror/open-source-summer,[],[],MulanPSL-2.0 license,1,1,0,,,0,,9,0,0,0,0,59,TypeScript
syft,PURL to CPE Relationship mapping project.,https://github.com/scanoss/purl2cpe,[],"['scanoss', 'purl2cpe']",MIT license,32,3,13,,,,,2,0,6,0,3,252,Python
syft,[mirror] The Go Vulnerability Database,https://github.com/golang/vulndb,[],[],View license,517,41,54,,,0,,20,8,1938,5,9,"1,386",Go
syft,"Analysis, Comparison, Trends, Rankings of Open Source Software, you can also get insight from more than 6 billion with natural language (powered by OpenAI). Follow us on Twitter: https://twitter.com/ossinsight",https://github.com/pingcap/ossinsight,[],"['github', 'demo', 'oss', 'analytics', 'realtime', 'openai', 'insight', 'htap', 'text2sql', 'aisql', 'chat2query']",Apache-2.0 license,14000,15,270,,,,,131,49,229,1,1338,"2,186",TypeScript
syft,Builders and buildpacks designed to run on Google Cloud's container platforms,https://github.com/GoogleCloudPlatform/buildpacks,[],"['nodejs', 'python', 'java', 'golang', 'oci-image', 'container-image', 'buildpacks', 'buildpacksv3']",Apache-2.0 license,901,35,139,,,0,,52,55,189,16,65,"1,270",Go
syft,Project-defined static binary manager.,https://github.com/bindl-dev/bindl,[],[],Apache-2.0 license,7,3,0,6,v0.0.6,,,2,22,20,0,39,85,Go
syft,A Delinea DevOps Secrets Vault Kubernetes Secrets Injector and Syncer,https://github.com/DelineaXPM/dsv-k8s,[],"['k8s', 'dsv', 'thycotic', 'delinea']",MIT license,9,3,5,6,v1.2.1,,,9,1,15,0,92,207,Go
syft,,https://github.com/20142995/sectool,[],[],,89,6,11,1,2023.07.12,0,,,0,0,0,0,812,Python
syft,For coordinating efforts for Tekton/Sigstore on GCP.,https://github.com/Cray-HPE/sigstore-poc,[],[],MIT license,6,4,3,,,0,,3,0,0,8,24,82,Go
syft,Ansible playbook for quick and painless DevOps/SysAdmin workstation based on Linux Mint 20.x/21.x,https://github.com/marcinbojko/linux_mint,[],"['linux', 'ansible', 'devops', 'cloud', 'workstation', 'playbook', 'linux-mint', 'mint']",,16,4,5,86,2.7.0,0,,,0,2,0,8,96,Dockerfile
syft,,https://github.com/jstakun/openshift-gitops,[],[],,0,3,2,,,0,,,0,0,0,0,360,
syft,FOSS DevSecOps Workflow using Argo,https://github.com/jjtroberts/dso-argo-workflow,[],[],Apache-2.0 license,0,1,0,,,0,,,0,0,0,0,9,Python
syft,Ansible repository for creating DevOps MacBook,https://github.com/marcinbojko/macbook-devops,[],"['ansible', 'devops', 'ansible-playbook', 'apple', 'macbook']",Apache-2.0 license,1,3,0,13,0.7.0,0,,,0,0,0,0,14,
syft,Ansible Playbooks to automatically setup macOS,https://github.com/aveiga/macos-setup,[],[],MIT license,0,1,0,,,0,,,0,0,0,0,29,Vim
syft,Automating installation and updation of linux tools using ansible,https://github.com/jijosg/learning-ansible,[],[],,1,1,0,,,0,,,0,0,0,0,4,Shell
syft,⚡ A cross-platform swiss army knife tool for DevOps secrets management.,https://github.com/DelineaXPM/dsv-cli,[],"['devops', 'vault', 'dsv', 'secrets-management']",Apache-2.0 license,15,6,3,42,dsv-cli-v1.40.5,0,,8,1,8,0,110,230,Go
syft,A Python SDK for Delinea DevOps Secrets Vault (DSV),https://github.com/DelineaXPM/python-dsv-sdk,[],"['python3', 'dsv', 'thycotic', 'delinea']",MIT license,5,3,2,,,,,7,0,3,1,18,84,Python
syft,wolfi-dev/os workflow benchmark using GitRunners,https://github.com/gitrunners-com/benchmark-wolfi-dev-os,[],[],View license,0,2,0,,,0,,,0,0,0,0,"1,513",Shell
syft,hugo repo full of magical blog goodness with an interspersing of 🌮🌮🌮,https://github.com/sheldonhull/sheldonhull.hugo,[],"['blog', 'algolia', 'hugo', 'microblog', 'codeit', 'giscus']",,6,1,2,,,,,7,2,28,0,332,"1,427",HTML
syft,Ansible collection for Delinea DevOps Secrets Vault,https://github.com/DelineaXPM/ansible-core-collection,[],[],GPL-3.0 license,4,2,0,,,0,,4,0,7,0,47,56,Go
syft,A Terraform Provider for Delinea DevOps Secrets Vault,https://github.com/DelineaXPM/terraform-provider-dsv,[],"['terraform', 'terraform-provider', 'dsv', 'thycotic', 'delinea']",MIT license,7,2,1,4,v1.12.0,0,,8,1,3,1,50,87,Go
syft,A Golang SDK for Delinea DevOps Secrets Vault (DSV),https://github.com/DelineaXPM/dsv-sdk-go,[],"['golang', 'dsv', 'thycotic', 'delinea']",MIT license,6,2,3,2,v2.1.0,,,8,1,6,0,29,56,Shell
syft,Plugin for DSV Kubernetes sidecar.,https://github.com/DelineaXPM/dsv-k8s-sidecar,[],"['kubernetes', 'dsv']",MIT license,5,2,1,2,v1.0.1,0,,4,1,1,0,47,67,Go
syft,Software Delivery Shield demo illustrating end-to-end solution for secure software supply chain,https://github.com/mchmarny/sds-demo,[],"['security', 'devops', 'demo', 'supply-chain', 'gcp', 'sds']",Apache-2.0 license,4,3,12,,,,,4,0,1,0,16,167,Shell
syft,"A Vault swiss-army knife: A CLI tool to init, unseal and configure Vault (auth methods, secret engines).",https://github.com/bank-vaults/bank-vaults,[],"['kubernetes', 'golang', 'security', 'amazon', 'vault', 'azure', 'secret', 'google-cloud', 'kubernetes-secrets', 'operator', 'hsm', 'vault-client', 'istio', 'alibaba-cloud', 'helm-chart', 'unseal', 'vault-operator', 'mutating-webhook', 'vault-unsealing']",Apache-2.0 license,19000,46,473,138,1.20.4,1,,207,194,562,6,1428,"2,381",Go
syft,A multi-cluster batch queuing system for high-throughput workloads on Kubernetes.,https://github.com/armadaproject/armada,[],"['kubernetes', 'gr-oss']",Apache-2.0 license,356,25,121,171,v0.3.92,0,,75,39,633,23,2254,"2,386",Go
syft,A PoC ransomware sample to test out your ransomware response strategy.,https://github.com/hazcod/ransomwhere,[],"['malware', 'poc', 'ransomware']",,184,3,32,4,v1.1.0,,,,5,0,0,0,26,Go
syft,Terraform Provider for your Gitea Instance,https://github.com/Lerentis/terraform-provider-gitea,[],"['terraform', 'gitea', 'terraform-provider']",MIT license,20,4,11,24,v0.16.0,0,,10,5,21,1,35,125,Go
syft,find orphaned AWS resources to clean up,https://github.com/kindlyops/deleterious,[],"['aws', 'devsecops-best-practices']",Apache-2.0 license,9,3,1,52,v0.1.49,,,7,3,5,9,893,"1,702",Go
syft,"video broadcast stuff, lighting control, splitting video files, relaying OSC to AWS-IVS",https://github.com/kindlyops/vbs,[],"['osc', 'lighting', 'ffmpeg-wrapper', 'dmx', 'companion', 'aws-ivs']",Apache-2.0 license,6,3,0,23,v0.2.11,1,,5,1,4,11,794,"1,856",Shell
syft,Minimalistic init system for containers with Hashicorp Vault secrets support,https://github.com/bank-vaults/vault-env,[],[],Apache-2.0 license,6,3,2,2,v1.21.0,1,,58,2,4,5,123,838,Go
syft,The all in one semver management tool 🛠️,https://github.com/FollowTheProcess/tag,[],"['go', 'semver', 'release-automation']",Apache-2.0 license,0,1,0,7,v0.4.2,0,,2,0,0,1,76,118,Go
syft,"Augmented Backus-Naur Form (ABNF) in Go. Implements RFC 5234 and 7405, with Errata 2968 and 3076.",https://github.com/pandatix/go-abnf,[],"['golang', 'graph', 'grammar', 'backtracking', 'fuzzing', 'abnf', 'rfc5234', 'rfc7405']",MIT license,0,1,0,,,,,2,0,0,0,1,31,Go
syft,,https://github.com/martabal/docker-baseimage-alpine,[],[],,0,1,0,6,v2023.9.0,1,,3,0,0,0,12,42,Dockerfile
syft,,https://github.com/martabal/docker-baseimage-arch,[],[],,0,1,0,9,v2023.9.1,1,,3,0,0,0,14,40,Dockerfile
syft,Azure DevOps Delinea DevOps Secret vault plugin for secure secrets retrieval in Azure Pipelines.,https://github.com/DelineaXPM/dsv-azure-pipelines-task,[],"['dsv', 'azure-pipelines']",MIT license,3,1,0,,,0,,4,1,1,0,48,70,TypeScript
syft,Stripped back version of geerlinguys Macbook playbook,https://github.com/devunderslash/mac-setup-stripped,[],[],View license,0,2,0,,,0,,,0,0,0,1,14,Shell
syft,🔧 My dotfiles for macOS,https://github.com/romogo17/dotfiles,[],[],MIT license,0,1,0,,,0,,,0,0,0,0,42,Shell
syft,"An open source, self-hosted feature flag solution",https://github.com/flipt-io/flipt,[],"['react', 'go', 'golang', 'continuous-delivery', 'reactjs', 'grpc', 'feature-flags', 'feature-toggles', 'flipt']",GPL-3.0 license,28000,24,143,107,v1.27.2,2,,45,11,155,2,1968,"2,492",Go
syft,iOS/macOS Research Swiss Army Knife,https://github.com/blacktop/ipsw,[],"['golang', 'ios', 'apple', 'firmware', 'macho', 'dyld', 'ipsw', 'lzss', 'lzfse', 'macho-parser', 'kernelcache', 'dyld-shared-cache', 'macos12', 'monterey', 'ios15']",MIT license,12000,22,101,668,v3.1.397,2,1,17,21,93,1,193,"2,965",Go
syft,CLI tool for GPT with OpenAI API,https://github.com/goark/gpt-cli,[],"['golang', 'golang-cli', 'chatgpt']",MIT license,3,2,0,10,v0.7.3,,,,0,0,0,9,25,Go
syft,Kubernetes operator for Hashicorp Vault,https://github.com/bank-vaults/vault-operator,[],"['vault', 'kubernetes-operator']",Apache-2.0 license,25,5,10,4,v1.21.2,2,,11,11,24,3,171,"1,636",Go
syft,Go program that exports 1Password security events to Microsoft Sentinel SIEM.,https://github.com/hazcod/one2sen,[],"['sentinel', 'siem', '1password', 'onepassword']",,4,2,0,7,v1.4.0,1,,2,0,0,3,22,39,Go
syft,Templating on the command line with sprig.,https://github.com/noqcks/gucci,[],"['golang', 'binary', 'sprig', 'cli-templating', 'golang-binaries']",MIT license,79,9,20,20,1.6.10,0,,13,4,18,0,31,107,Go
syft,bruh (Bicep Resource Update Helper) is a command-line tool for scanning and updating the API version of Azure resources in Bicep files.,https://github.com/christosgalano/bruh,[],"['go', 'cli', 'cli-app', 'command-line-tool', 'bicep', 'go-app']",Apache-2.0 license,3,1,0,1,v1.0.0,,,3,0,0,0,4,190,Go
syft,"Central repo for all actions, workflows, templates, labels, etc.",https://github.com/crushten/github_workflow_repo,[],[],,0,1,0,,,0,,,4,2,0,0,25,
syft,A tool to monitor for potential spear phishing domains and send to Slack.,https://github.com/hazcod/dnstwist,[],"['detection', 'phishing', 'dnstwist', 'typosquat']",,21,2,3,10,v1.3.0,1,,2,4,0,3,42,68,Go
syft,The Seiso standard python cookiecutter template,https://github.com/SeisoLLC/cookiecutter-python,[],"['python', 'cookiecutter', 'cookiecutter-template', 'seiso']",,10,2,0,11,v2023.08.10,,,7,0,0,3,98,101,Python
syft,The all in one developer toolkit,https://github.com/FollowTheProcess/dev,[],[],Apache-2.0 license,0,1,0,,,0,,2,0,0,0,11,12,Go
syft,A project to generate diagrams from code,https://github.com/SeisoLLC/diagram_builder,[],[],,0,2,0,1,v2023.08.01,0,,,1,0,1,0,2,Python
syft,"It's a build system Jim, but not as we know it 🖖",https://github.com/FollowTheProcess/spok,[],"['go', 'cli', 'task-runner', 'build-system']",Apache-2.0 license,4,1,0,8,v0.2.2,0,,3,0,1,1,115,556,Go
syft,[WIP] Synchronise secrets between services in a configurable manner,https://github.com/bank-vaults/secret-sync,[],['secret-replication'],Apache-2.0 license,1,3,0,,,1,,4,13,7,11,13,45,Go
syft,Make Link with Markdown Format,https://github.com/goark/ml,[],"['go', 'golang', 'command-line-tool', 'golang-package']",Apache-2.0 license,5,1,1,42,v0.6.6,,,,0,0,0,37,116,Go
syft,,https://github.com/vsamaru/ossinsight,[],[],,0,1,0,,,0,,,0,0,0,0,3,TypeScript
syft,GitOps Driven Home Lab,https://github.com/zloeber/homelab,[],[],Apache-2.0 license,1,1,0,,,0,,,0,0,0,0,19,Shell
syft,My dotfiles repository,https://github.com/oclaussen/dodfiles,[],[],,0,1,0,,,0,,,0,0,0,0,227,CUE
syft,Public package repository for the Datagrok.ai platform,https://github.com/datagrok-ai/public,[],[],,28,12,23,,,0,4,59,211,1187,22,924,"16,711",TypeScript
syft,A docker container to simplify and secure the use of Infrastructure as Code (IaC),https://github.com/SeisoLLC/easy_infra,[],"['docker', 'infrastructure', 'aws', 'security', 'cloud', 'docker-container', 'azure', 'docker-image', 'iac', 'infrastructure-as-code', 'seiso']",BSD-3-Clause license,46,7,4,94,v2023.09.07,,,10,1,16,1,276,367,Python
syft,Go library to interact with the intigriti API.,https://github.com/hazcod/go-intigriti,[],"['go', 'library', 'intigriti']",Apache-2.0 license,8,4,4,28,v1.4.4,0,,2,0,11,2,79,149,Go
syft,Switch GCP Profiles Easily,https://github.com/daftcreations/gcps,[],"['go', 'golang', 'profile', 'google', 'gcp', 'switcher', 'gcloud']",Apache-2.0 license,6,4,2,5,1.0.1,0,,6,3,7,4,37,37,Go
syft,Common Vulnerability Scoring System (CVSS) made safe and highly efficient,https://github.com/pandatix/go-cvss,[],"['go', 'golang', 'performance', 'cvss', 'cvssv3', 'cvssv2', 'cvss2', 'cvss3']",MIT license,27,1,1,,,,,2,0,1,0,6,105,Go
syft,A collection of miscellaneous commands,https://github.com/goark/toolbox,[],"['golang-application', 'mastodon-client', 'golang-cli', 'bluesky-client']",Apache-2.0 license,1,1,0,36,v0.10.4,,,,1,1,0,38,96,Go
syft,A simple CLI and server to check a name availability on Twitter and GitHub.,https://github.com/davidaparicio/namecheck,[],"['devsecops', 'namecheck']",,0,3,4,6,v0.0.6,0,,3,1,0,1,49,79,Go
syft,Example movie service for exploring go as a web service server,https://github.com/seanb4t/example-movie-service,[],[],,0,1,0,3,v0.1.13,1,,2,1,0,6,3,20,Go
syft,,https://github.com/martabal/docker-baseimage-ubuntu,[],[],,0,1,0,5,v2023.9.0,1,,3,0,0,0,15,44,Dockerfile
syft,,https://github.com/zbndm/ossinsight,[],[],,0,1,0,,,0,,,0,0,0,0,2,TypeScript
syft,,https://github.com/t3n/github-actions,[],[],,2,4,0,,,0,,3,0,0,0,7,217,
syft,A Kubernetes mutating webhook that makes direct secret injection into Pods possible.,https://github.com/bank-vaults/vault-secrets-webhook,[],"['vault', 'kubernetes-webhook']",Apache-2.0 license,9,3,6,1,v1.20.0,2,,124,16,9,4,165,"1,370",Go
syft,Toy clone of coreutils wc in Go,https://github.com/FollowTheProcess/gowc,[],"['go', 'cli', 'unix-shell']",MIT license,0,1,0,3,v0.2.0,0,,2,0,0,0,17,32,Go
syft,,https://github.com/armadaproject/armada-operator,[],[],Apache-2.0 license,5,2,5,10,v0.0.13,0,,7,28,145,0,115,109,Go
syft,,https://github.com/KevinGit9/Dependency-Search,[],[],,0,1,0,,,0,,4,0,0,0,0,75,TypeScript
syft,"The code is a concurrent file downloader in Go that splits a file into multiple parts, downloads them in parallel, and assembles the final file, with support for Etag validation to ensure file integrity.",https://github.com/campeon23/split-fetcher,[],[],MIT license,0,1,0,11,v0.1.32,0,,,46,26,0,99,100,Go
syft,Deliver Go binaries as fast and easily as possible,https://github.com/goreleaser/goreleaser,[],"['go', 'docker', 'homebrew', 'golang', 'package', 'deb', 'rpm', 'apk', 'travis', 'release-automation', 'hacktoberfest', 'snapcraft', 'github-actions']",,121000,105,891,530,v1.21.2,1,871,352,20,1278,7,2588,"5,061",Go
syft,,https://github.com/pjbgf/goreleaser,[],[],Apache-2.0 license,1,1,0,1,v0.0.1-beta,0,,,0,0,0,0,3,Makefile
syft,Synapse Monorepo,https://github.com/synapsecns/sanguine,[],[],MIT license,17,7,5,1396,contrib/git-changes-action/v0.0.61,11,,14,27,39,22,1317,"1,271",Go
syft,,https://github.com/kimberleyhallifax/techtonic22-vulnerabilities,[],[],,1,1,0,,,0,,,0,0,0,0,3,Java
syft,,https://github.com/SamiBister/fastapi-react,[],[],,0,1,0,,,0,,2,0,0,0,0,10,HTML
syft,Repo for ci builds,https://github.com/opeomotayo/ci-projects,[],[],,0,1,0,,,0,,,0,0,0,0,202,HTML
syft,POC for the radar,https://github.com/RadarPOC/RadarPOC,[],[],,1,1,1,,,0,,4,0,0,1,12,89,JavaScript
syft,"1000+ DevOps Bash Scripts - AWS, GCP, Kubernetes, Docker, CI/CD, APIs, SQL, PostgreSQL, MySQL, Hive, Impala, Kafka, Hadoop, Jenkins, GitHub, GitLab, BitBucket, Azure DevOps, TeamCity, Spotify, MP3, LDAP, Code/Build Linting, pkg mgmt for Linux, Mac, Python, Perl, Ruby, NodeJS, Golang, Advanced dotfiles: .bashrc, .vimrc, .gitconfig, .screenrc, tmux..",https://github.com/HariSekhon/DevOps-Bash-tools,[],"['github', 'mysql', 'git', 'linux', 'api', 'bash', 'docker', 'kubernetes', 'jenkins', 'aws', 'spotify', 'devops', 'kafka', 'hadoop', 'ci', 'terraform', 'perl', 'cloudera', 'postgresql', 'gcp']",MIT license,19000,51,531,1,ccmenu,1,,2,1,1,3,1,"15,754",Shell
syft,🧱 💻 ☁️ A Terraform module for deploying a Next.js application built with OpenNext to AWS,https://github.com/nhs-england-tools/terraform-aws-opennext,[],"['github', 'aws', 'engineering', 'nextjs', 'terraform-module', 'nhs-digital', 'nhs-england', 'open-next']",,32,4,3,8,v1.0.2,,,4,1,0,5,3,104,JavaScript
syft,Repository to store code related to the Galleri Pilot invitation algorithm,https://github.com/NHSDigital/Galleri-Invitations,[],[],,2,4,0,,,0,,5,0,0,2,53,648,JavaScript
syft,,https://github.com/snyk-schmidtty/snyk_bootstrap,[],[],,0,2,1,,,0,,2,0,0,0,1,34,HTML
syft,Collection of Developer Notes and Scripts,https://github.com/antonioaguilar/notes,[],[],,2,0,1,,,0,,,0,0,0,0,293,Shell
syft,makefiles.dev custom extensions.,https://github.com/na4ma4/makefiles-ext,[],[],Apache-2.0 license,0,2,0,,,0,,,0,0,0,1,78,Shell
syft,Official repository of Cynux Security,https://github.com/cynuxsecurity/CynuxSecurity,[],"['linux', 'archlinux', 'hackers', 'x86-64', 'hacking', 'arch-linux', 'distro', 'penetration-testing', 'pentesting', 'penetration-testing-framework']",GPL-3.0 license,3,1,1,,,0,,,3,0,1,2,34,Shell
syft,This repo will hold the code for the front end of the Galleri Pilot System,https://github.com/NHSDigital/Galleri-Frontend,[],[],,2,3,0,,,0,,4,0,0,0,28,637,CSS
syft,,https://github.com/ptitodev/devops-bash-tools,[],[],MIT license,2,1,1,,,0,,,0,0,0,0,"13,397",Shell
syft,,https://github.com/ParaXY/Pub_Linux_Conf,[],[],MIT license,1,1,2,,,0,,,0,0,0,0,1,Shell
syft,,https://github.com/agardnerIT/killercoda_tutorials,[],[],,2,3,3,,,0,,4,0,0,0,4,749,Shell
syft,personal AUR package,https://github.com/rafedramzi/aur,[],[],,0,1,0,,,0,,,0,0,0,0,17,Shell
syft,Mirror of upstream Gerrit repo,https://github.com/o-ran-sc/oam,[],[],,2,6,3,,,0,,7,0,0,0,0,514,Python
