tool_used,about,link,projectCategory,tags,licence,stars,watchers,forks,releases,latestRelease,packages,usedBy,contributors,openIssues,closedIssues,openPRs,closedPRs,commits,programmingLanguage,format
cyclonedx-go,Generate a score for your sbom to understand if it will actually be useful.,https://github.com/eBay/sbom-scorecard,[],[],Apache-2.0 license,179,8,22,7.0,0.0.7,1.0,,6,3,20,2,19,116,Go,CycloneDX
cyclonedx-maven-plugin,Oracle Cloud Infrastructure SDK for Java,https://github.com/oracle/oci-java-sdk,[],"['sdk', 'oracle-cloud']",,179,54,153,286.0,3.25.1,0.0,19,25,25,169,5,347,595,Java,CycloneDX
cyclonedx-go,Codenotary Community Attestation Service (CAS) for notarization and authentication of digital artifacts,https://github.com/codenotary/cas,[],"['go', 'kubernetes', 'golang', 'security', 'devops', 'containers', 'supply-chain', 'bom', 'trust', 'code-signing', 'integrity-checker', 'notarization', 'code-verification', 'secure-software-development', 'sbom-generator']",Apache-2.0 license,175,24,24,48.0,v1.0.3,,,29,7,81,17,205,961,Go,CycloneDX
cyclonedx-gradle-plugin,SecHub provides a central API to test software with different security tools.,https://github.com/mercedes-benz/sechub,[],"['api', 'client', 'security', 'build', 'rest', 'server', 'continuous-integration', 'orchestration', 'k8s', 'appsec', 'vulnerability-scanners', 'security-scanner', 'secdevops', 'sdlc', 'security-automation', 'security-tools', 'security-testing', 'sast', 'dast', 'sechub']",MIT license,173,11,39,114.0,Server Version 1.1.0,,2,19,364,1207,11,960,"3,477",Java,CycloneDX
cyclonedx-python-lib,Creates CycloneDX Software Bill of Materials (SBOM) from Python projects and environments.,https://github.com/CycloneDX/cyclonedx-python,[],"['python', 'environment', 'poetry', 'conda', 'owasp', 'python3', 'pip', 'bom', 'spdx', 'requirements', 'bill-of-materials', 'software-bill-of-materials', 'purl', 'package-url', 'sbom', 'cyclonedx', 'sbom-generator', 'sbom-tool']",Apache-2.0 license,155,15,59,50.0,v3.11.2,,635,30,26,101,19,430,538,Python,CycloneDX
cyclonedx-cli,🐳 Extra add-in features for Devcontainers and GitHub Codespaces,https://github.com/devcontainers-contrib/features,[],[],MIT license,149,1,81,,,452.0,,34,29,120,9,357,688,Shell,CycloneDX
cyclonedx-editor-validator,A Swift event bus for UIWebView/WKWebView and JS.,https://github.com/coshx/caravel,[],[],MIT license,148,18,18,20.0,sea-shell-newt,0.0,,3,1,19,1,19,169,Swift,CycloneDX
ko-build/ko,🚅Track development velocity,https://github.com/cncf/velocity,[],['cncf'],Apache-2.0 license,148,27,50,,,0.0,,7,2,13,0,14,"1,023",Shell,CycloneDX
cyclonedx-maven-plugin,ultimate-cube，重构优化。,https://github.com/G3G4X5X6/ultimate-cube,[],"['java', 'console', 'ssh', 'security', 'terminal', 'telnet', 'sftp', 'toolbox', 'remote-access']",MIT license,145,5,18,23.0,ultimate-cube_v6.10.21,,,5,2,26,0,14,720,Java,CycloneDX
cyclonedx-python,Oracle Cloud Infrastructure Ansible Collection provides an easy way to provision and manage resources in Oracle Cloud using Ansible.,https://github.com/oracle/oci-ansible-collection,[],"['ansible', 'cloud', 'oracle', 'oracle-cloud-infrastructure']",,144,14,78,97.0,v4.30.0,0.0,,18,1,113,5,121,226,Python,CycloneDX
build-info-go,Artifactory's open integration layer for CI build servers,https://github.com/jfrog/build-info,[],[],Apache-2.0 license,144,53,152,,,,,72,154,83,6,515,"2,930",Java,CycloneDX
cyclonedx-python,A Python pastebin that tries to keep it simple.,https://github.com/supakeen/pinnwand,[],"['python', 'pastebin', 'hacktoberfest']",MIT license,143,8,36,16.0,1.5.0,1.0,,18,42,81,3,52,601,Python,CycloneDX
cyclonedx-gomod,Secret management by contract toolchain,https://github.com/elastic/harp,[],"['kubernetes', 'golang', 'yaml', 'cloud', 'encryption', 'pipeline', 'consul', 'vault', 'secret-management', 'cloud-storage', 'zookeeper', 'golang-library', 'unix-command', 'secret-storage', 'cloud-security', 'etcdv3', 'kv-store', 'gitops', 'paseto', 'rego']",Apache-2.0 license,142,8,18,70.0,v0.2.10,2.0,,4,0,3,16,262,308,Go,CycloneDX
cyclonedx-dotnet-library,Creates CycloneDX Software Bill of Materials (SBOM) from .NET Projects,https://github.com/CycloneDX/cyclonedx-dotnet,[],"['dotnet', 'owasp', 'bom', 'dotnet-core', 'vex', 'spdx', 'hacktoberfest', 'bill-of-materials', 'software-bill-of-materials', 'purl', 'package-url', 'sbom', 'cyclonedx', 'sbom-generator', 'obom', 'mbom', 'saasbom']",Apache-2.0 license,132,11,69,34.0,2.8.1,0.0,,31,61,85,28,588,857,C#,CycloneDX
ko-build/ko,"CNCF Technical Advisory Group on Contributor Strategy -- maintainer relations, building up contributors, governance, graduation, and more.",https://github.com/cncf/tag-contributor-strategy,[],[],Apache-2.0 license,130,25,89,,,,,34,68,77,10,370,906,HTML,CycloneDX
cyclonedx-python,The Algorand AlgoKit CLI is the one-stop shop tool for developers building on the Algorand network.,https://github.com/algorandfoundation/algokit-cli,[],[],MIT license,130,16,25,193.0,v1.4.1,0.0,4,18,4,85,6,216,445,Python,CycloneDX
cyclonedx-python-lib,OPNsense ports on top of FreeBSD,https://github.com/opnsense/ports,[],[],,129,28,105,,,0.0,,8,4,115,0,47,"26,176",,CycloneDX
cyclonedx-cli,"Python library for interacting with the Duo Auth, Admin, and Accounts APIs",https://github.com/duosecurity/duo_client_python,[],"['python', 'python3', 'mfa', 'duo-security']",View license,122,41,114,15.0,Version 5.0.1,0.0,,58,9,48,9,165,406,Python,CycloneDX
cyclonedx-php-composer,"A repository with examples of CycloneDX BOMs (SBOM, SaaSBOM, OBOM, VEX, etc)",https://github.com/CycloneDX/bom-examples,[],"['owasp', 'bom', 'vex', 'bill-of-materials', 'software-bill-of-materials', 'sbom', 'cyclonedx', 'sbom-examples', 'obom', 'mbom', 'saasbom']",CC0-1.0 license,120,11,49,,,0.0,,5,9,7,1,24,116,,CycloneDX
cyclonedx-python-lib,SMSgate is an open source Python-based server for sending and especially receiving SMS using multiple GSM modems and SIM cards.,https://github.com/pentagridsec/smsgate,[],"['sms-api', 'sms-client', 'sms-gateway', 'pentesting-tools']",,118,8,20,,,0.0,,2,0,3,0,1,26,Python,CycloneDX
cyclonedx-node-npm,"Go, Node and Java client API for Hyperledger Fabric v2.4+",https://github.com/hyperledger/fabric-gateway,[],"['nodejs', 'java', 'go', 'golang', 'node', 'typescript', 'blockchain', 'node-js', 'hyperledger', 'hyperledger-fabric', 'hacktoberfest']",Apache-2.0 license,115,9,82,13.0,v1.3.2,1.0,489,15,17,133,2,444,465,Java,CycloneDX
cyclonedx-node-npm,creates CycloneDX Software Bill of Materials (SBOM) from node-based projects,https://github.com/CycloneDX/cyclonedx-node-module,[],"['nodejs', 'node', 'dependency-graph', 'bom', 'metapackage', 'meta-package', 'software-bill-of-materials', 'sbom', 'cyclonedx', 'sbom-generator', 'sbom-tool']",Apache-2.0 license,114,8,37,33.0,4.0.3,,,23,0,98,0,251,484,,CycloneDX
cyclonedx-python,,https://github.com/pgjones/tozo,[],[],MIT license,111,5,10,,,0.0,,,1,3,0,0,67,TypeScript,CycloneDX
ko-build/ko,golang cross compiler with CGO,https://github.com/gythialy/golang-cross,[],"['docker', 'golang', 'cgo', 'cross-compilation', 'goreleaser', 'golang-cross']",MIT license,109,3,24,122.0,v1.21.1-0,6.0,,7,0,20,0,209,413,Dockerfile,CycloneDX
cyclonedx-python,Course material for the Algorand Developer Bootcamp series,https://github.com/algorand-devrel/bootcamp,[],[],MIT license,106,15,69,,,0.0,,5,0,1,3,40,215,TypeScript,CycloneDX
ko-build/ko,中国用户能用的 Scoop 应用库，每日同步 Scoop 的官方库，加速应用的下载速度,https://github.com/duzyn/scoop-cn,[],"['scoop', 'scoop-apps', 'scoop-bucket']",MIT license,102,2,3,,,,,5,1,3,0,1,79,PowerShell,CycloneDX
cyclonedx-cli,Creates CycloneDX Software Bill of Materials (SBOM) from Go modules,https://github.com/CycloneDX/cyclonedx-gomod,[],"['golang', 'owasp', 'bom', 'vex', 'bill-of-materials', 'software-bill-of-materials', 'go-modules', 'sbom', 'sbom-generator', 'obom', 'mbom', 'saasbom']",Apache-2.0 license,102,7,19,33.0,v1.4.1,,,7,9,55,12,290,588,Go,CycloneDX
cyclonedx-php-composer,Use Datadog from your CI.,https://github.com/DataDog/datadog-ci,[],"['continuous-integration', 'ci']",Apache-2.0 license,97,451,43,161.0,v2.21.0,0.0,,92,43,63,9,954,"3,114",TypeScript,CycloneDX
cyclonedx-gomod,"k6 extension to load test Apache Kafka with support for various serialization formats, SASL, TLS, compression, Schema Registry client and beyond",https://github.com/mostafa/xk6-kafka,[],"['extension', 'kafka', 'avro', 'schema-registry', 'json-schema', 'load-testing', 'sasl', 'apache-kafka', 'performance-testing', 'jsonschema', 'k6', 'xk6']",Apache-2.0 license,97,7,52,33.0,v0.20.1,,,14,25,120,0,104,232,Go,CycloneDX
cyclonedx-php-composer,👓 Awesome lists in JSON format.,https://github.com/lockys/Awesome.json,[],"['awesome', 'awesome-list']",MIT license,96,9,31,,,0.0,,7,0,3,0,1051,"2,403",JavaScript,CycloneDX
cyclonedx-python,A framework for writing Smart Contracts on Algorand,https://github.com/algorand-devrel/beaker,[],"['python', 'smart-contracts', 'cryptocurrency', 'algorand']",MIT license,95,10,38,38.0,1.0.1,,,17,17,33,2,182,836,Python,CycloneDX
cyclonedx-go,Jacked provides organizations with a more comprehensive look at their application to take calculated actions and create a better security approach. Its primary purpose is to scan vulnerabilities to implement subsequent risk mitigation measures.,https://github.com/carbonetes/jacked,[],[],Apache-2.0 license,93,10,4,12.0,v1.5.1,0.0,,7,0,0,7,101,368,Go,CycloneDX
cyclonedx-python,Check your Python environments for vulnerable Open Source packages with OSS Index or Sonatype Nexus Lifecycle.,https://github.com/sonatype-nexus-community/jake,[],"['python', 'vulnerabilities', 'vulnerability-scanners', 'nexus-iq', 'ossindex', 'sonatype-iq']",Apache-2.0 license,89,8,26,22.0,v3.0.1,,,16,20,48,3,71,509,Python,CycloneDX
cyclonedx-node-npm,Command line interface for the Phylum API,https://github.com/phylum-dev/cli,[],"['rust', 'cli', 'security', 'malware', 'supply-chain', 'vulnerabilities', 'software-supply-chain', 'malware-detection', 'security-scan', 'software-supply-chain-security', 'secure-software-supply-chain']",GPL-3.0 license,88,7,10,110.0,v5.7.1,,,21,22,383,2,827,844,Rust,CycloneDX
cyclonedx-gomod,SBOM quality score - Quality metrics for your sboms,https://github.com/interlynk-io/sbomqs,[],"['go', 'golang', 'security', 'oss', 'spdx', 'devsecops', 'supplychain', 'sbom', 'gomodule', 'cyclonedx', 'sbom-examples', 'sbom-tool', 'sbom-quality', 'sbom-score', 'sbom-samples']",Apache-2.0 license,87,3,5,21.0,v0.0.20,1.0,,5,17,49,2,114,249,Go,CycloneDX
cyclonedx-maven-plugin,"Boost security in your dev lifecycle via SAST, SCA, Secrets & IaC scanning.",https://github.com/cycodehq-public/cycode-cli,[],"['security', 'code', 'secrets', 'secure', 'sca', 'sast', 'cycode']",,87,22,39,14.0,Release - 1.2.0,,,14,0,0,2,161,159,Python,CycloneDX
cyclonedx-go,"Generates SBOMs for container images, filesystems, archives, and more to Discover packages and libraries Highly scalable data pipelines for loading data",https://github.com/carbonetes/diggity,[],[],Apache-2.0 license,87,12,6,17.0,v1.7.0,0.0,1,8,0,1,10,102,376,Go,CycloneDX
cyclonedx-go,Tool to achieve policy driven vetting of open source dependencies,https://github.com/safedep/vet,[],"['security', 'devsecops', 'software-composition-analysis', 'policy-as-code', 'supply-chain-security']",Apache-2.0 license,87,3,13,12.0,v1.1.0,1.0,,7,22,19,8,70,195,Go,CycloneDX
cyclonedx-maven-plugin,Macaron is a supply chain security analysis tool from Oracle Labs that checks conformance to SLSA framework.,https://github.com/oracle/macaron,[],"['sbom', 'slsa', 'supply-chain-security']",,87,7,13,6.0,v0.5.0,2.0,3,11,81,65,17,314,271,Python,CycloneDX
ko-build/ko,,https://github.com/kubernetes/cloud-provider-gcp,[],[],Apache-2.0 license,86,27,172,,,0.0,,157,16,66,14,513,"1,696",Go,CycloneDX
cyclonedx-cli,SonarQube TFS/VSTS Marketplace Extension,https://github.com/SonarSource/sonar-scanner-vsts,[],[],,85,27,120,121.0,SonarCloud extension 1.42.0,0.0,,40,18,273,18,273,488,TypeScript,CycloneDX
ko-build/ko,RabbitMQ eventing components. Knative Source and Broker.,https://github.com/knative-extensions/eventing-rabbitmq,[],[],Apache-2.0 license,83,10,60,46.0,v1.11.3,0.0,,36,8,192,2,1035,902,Go,CycloneDX
ko-build/ko,CLOMonitor is a tool that periodically checks open source projects repositories to verify they meet certain project health best practices,https://github.com/cncf/clomonitor,[],[],Apache-2.0 license,77,9,35,,,,,20,9,85,5,1174,645,TypeScript,CycloneDX
cyclonedx-gomod,Manages client side git hooks resulting in the ability to create git action pipelines.,https://github.com/devops-kung-fu/hookz,[],"['github', 'hooks', 'devops', 'devops-tools', 'pre-commit-hooks']",MPL-2.0 license,74,4,1,11.0,v2.4.3,0.0,,3,3,37,4,82,210,Go,CycloneDX
cyclonedx-python,"A collaborative platform for creating, editing and sharing JSON objects.",https://github.com/NC3-LU/MOSP,[],"['security', 'json', 'json-editor', 'json-schema', 'cybersecurity', 'json-objects', 'information-exchange', 'information-sharing', 'open-directory']",,74,11,5,18.0,Release 0.17.1,1.0,,4,2,29,1,14,"1,224",Python,CycloneDX
cyclonedx-go,Enrich SBOMs with data from third party services,https://github.com/snyk/parlay,[],"['snyk', 'sbom', 'cyclonedx', 'sbom-tool']",Apache-2.0 license,74,13,12,7.0,v0.2.0,,,6,11,7,2,24,114,Go,CycloneDX
cyclonedx-gomod,A cloud native Identity Aware Proxy and Access Control Decision service,https://github.com/dadrus/heimdall,[],"['golang', 'oauth2', 'authentication', 'api-gateway', 'authorization', 'openid-connect', 'iap', 'access-control', 'auth-proxy', 'access-management', 'policy-enforcement', 'auth-api', 'identity-aware-proxy', 'decision-api']",Apache-2.0 license,72,5,4,18.0,v0.11.1-alpha,,,7,33,164,5,734,"1,489",Go,CycloneDX
cyclonedx-maven-plugin,Functional enhancement based on nuclei,https://github.com/Yong-An-Dang/nuclei-plus,[],"['java', 'swing', 'poc', 'nuclei', 'swing-gui']",Apache-2.0 license,71,0,5,1.0,nuclei-plus_v7.0.0,,,,8,5,0,0,76,Java,CycloneDX
cyclonedx-go,A universal SBOM representation in protocol buffers,https://github.com/bom-squad/protobom,[],[],Apache-2.0 license,71,5,15,1.0,Release v0.1.0,0.0,4,11,20,22,2,67,304,Go,CycloneDX
ko-build/ko,📦 General development tools for applications and games and pretty much everything else too :) . Created and maintained by Andrew Poženel - anderlli0053 . 📦,https://github.com/anderlli0053/DEV-tools,[],"['scoop', 'scoop-apps', 'scoop-tools', 'scoop-bucket', 'scoop-buckets', 'scoop-bucket-autoupdate', 'scoop-search', 'scoop-bucket-backup']",Unlicense license,70,7,15,,,,,10,9,155,0,26,"66,959",PowerShell,CycloneDX
cyclonedx-maven-plugin,Reproducible Central: rebuild instructions for artifacts published to (Maven) Central Repository,https://github.com/jvm-repo-rebuild/reproducible-central,[],[],,68,3,28,,,,,22,17,41,1,70,"3,850",Shell,CycloneDX
cyclonedx-cli,HiQ - Observability And Optimization In Modern AI Era,https://github.com/oracle/hiq,[],"['python', 'monitoring', 'logging', 'tracing', 'observability']",,67,4,9,1.0,v1.1.8,0.0,,6,2,5,0,29,183,Python,CycloneDX
sbom-cli,"Shared Jenkins library which all ODS projects & components use - provisioning, SonarQube code scanning, Nexus publishing, OpenShift template based deployments and repository orchestration",https://github.com/opendevstack/ods-jenkins-shared-library,[],"['jenkins', 'openshift', 'sonarqube', 'jenkins-pipeline', 'nexus-repository', 'shared-library']",Apache-2.0 license,66,31,52,9.0,v4.3.1,0.0,,45,89,270,17,652,"1,609",Groovy,CycloneDX
ko-build/ko,适合中国大陆的 Scoop buckets 代理镜像库。从多个开源 bucket 仓库同步更新，包含应用 1.6w+。,https://github.com/lzwme/scoop-proxy-cn,[],"['scoop', 'scoop-apps', 'scoop-bucket']",MIT license,65,1,1,,,0.0,,2,0,28,0,0,283,Batchfile,CycloneDX
cyclonedx-python,Python API for ServiceNow,https://github.com/ServiceNow/PySNC,[],[],MIT license,65,6,23,11.0,1.1.5,0.0,6,3,8,29,0,31,116,Python,CycloneDX
cyclonedx-cli,aqua's Standard Registry,https://github.com/aquaproj/aqua-registry,[],[],MIT license,63,1,55,395.0,v4.52.1,0.0,,49,29,543,59,15105,"18,212",YAML,CycloneDX
cyclonedx-node-npm,Frontend UI for Dependency-Track,https://github.com/DependencyTrack/frontend,[],"['front-end', 'vuejs', 'vue']",Apache-2.0 license,63,11,103,15.0,4.8.1,,,39,98,90,41,371,"1,338",Vue,CycloneDX
cyclonedx-gomod,Go SDK for OpenFeature,https://github.com/open-feature/go-sdk,[],"['go', 'golang', 'sdk', 'openfeature']",Apache-2.0 license,61,10,19,16.0,v1.7.0,,,18,3,60,6,157,188,Go,CycloneDX
cyclonedx-dotnet-library,A BOM repository server for distributing CycloneDX BOMs,https://github.com/CycloneDX/cyclonedx-bom-repo-server,[],"['owasp', 'bom', 'vex', 'bill-of-materials', 'software-bill-of-materials', 'sbom', 'cyclonedx', 'sbom-distribution', 'sbom-repository', 'obom', 'mbom', 'saasbom']",Apache-2.0 license,59,7,11,12.0,4.0.0,0.0,,5,4,8,12,354,231,C#,CycloneDX
cyclonedx-go,"VMClarity is an open source tool for agentless detection and management of Virtual Machine Software Bill Of Materials (SBOM) and security threats such as vulnerabilities, exploits, malware, rootkits, misconfigurations and leaked secrets.",https://github.com/openclarity/vmclarity,[],"['security', 'cloud', 'malware', 'exploits', 'vulnerabilities', 'vulnerability-scanners', 'rootkits', 'agentless', 'leaked-secrets', 'sbom', 'secrets-detection', 'misconfigurations']",Apache-2.0 license,59,8,18,5.0,v0.5.0,6.0,1,21,73,48,8,581,509,Go,CycloneDX
ko-build/ko,Spin up an autoscaling stack of Buildkite Agents on Kubernetes,https://github.com/buildkite/agent-stack-k8s,[],['kubernetes'],MIT license,58,12,15,10.0,v0.7.0,2.0,,12,14,24,0,163,599,Go,CycloneDX
cyclonedx-cli,"Cryptopus is a ruby on rails web application for storing and sharing passwords and other sensitive data. All data is stored encrypted in a database, safe from third party access.",https://github.com/puzzle/cryptopus,[],[],GPL-3.0 license,58,6,34,6.0,5.2,0.0,,41,26,263,17,440,"2,288",Ruby,CycloneDX
cyclonedx-python,Python Enigma cypher machine simulator.,https://github.com/cedricbonhomme/pyEnigma,[],"['simulator', 'engine', 'enigma', 'enigma-simulator', 'enigma-machine']",,57,6,15,4.0,Release 0.4.1,0.0,2,3,0,1,0,1,109,Python,CycloneDX
build-info-go,Schema validation/completions for your JSON and Sublime files,https://github.com/sublimelsp/LSP-json,[],[],MIT license,54,6,12,60.0,1.14.0,,,14,6,31,1,124,169,Python,CycloneDX
cyclonedx-go,Security scanning orchestration and results enrichment framework -- forked and rewritten from @thought-machine/dracon,https://github.com/ocurity/dracon,[],[],Apache-2.0 license,54,4,7,,,37.0,,5,7,4,4,28,176,Go,CycloneDX
sbom-cli,Slides for my container talks,https://github.com/nicholasdille/container-slides,[],"['docker', 'kubernetes', 'containers', 'slides', 'demos']",View license,53,4,11,79.0,Mastering Kubernetes: Supply Chain Security for and with Kubernetes v20230711.1,0.0,,2,4,0,14,3,609,Shell,CycloneDX
cyclonedx-gomod,"Cloud-native database gateway and framework for building data-driven applications ✨ Like API gateways, for databases ✨",https://github.com/gatewayd-io/gatewayd,[],"['framework', 'database', 'data-driven', 'proxy', 'postgresql', 'gateway', 'connection-pool', 'cloud-native', 'plugin-system', 'microgateway', 'event-based', 'gatewayd']",AGPL-3.0 license,52,3,0,61.0,v0.8.0,1.0,,,60,110,1,155,"1,132",Go,CycloneDX
cyclonedx-python-lib,FreeBSD KDE development repo,https://github.com/freebsd/freebsd-ports-kde,[],[],,51,22,43,,,0.0,,657,1,85,1,85,"634,668",,CycloneDX
cyclonedx-dotnet-library,A tool to generate SBOM (Software Bill of Material) from source code artifacts.,https://github.com/patriksvensson/covenant,[],"['spdx', 'openchain', 'sbom', 'cyclonedx']",,51,2,4,,,0.0,,3,6,1,0,4,11,C#,CycloneDX
cyclonedx-go,"build-info-go is a Go library and a CLI, which allows generating build-info for a source code project.",https://github.com/jfrog/build-info-go,[],[],Apache-2.0 license,50,8,33,47.0,1.9.10,,,14,18,3,5,170,232,Go,CycloneDX
cyclonedx-gomod,Go library to consume and produce CycloneDX Software Bill of Materials (SBOM),https://github.com/CycloneDX/cyclonedx-go,[],"['golang', 'owasp', 'bom', 'vex', 'bill-of-materials', 'software-bill-of-materials', 'sbom', 'obom', 'mbom', 'saasbom']",Apache-2.0 license,49,7,15,11.0,v0.7.2,,,9,6,12,6,99,223,Go,CycloneDX
swift-package-sbom,Vulnerability Scanner Suite based on grype and syft from anchore,https://github.com/davideshay/vulnscan,[],[],MIT license,48,1,2,,,0.0,,,1,0,0,3,74,JavaScript,CycloneDX
cyclonedx-maven-plugin,Maven plugin that integrates with a Dependency Track server to submit dependency manifests and optionally fail execution when vulnerable dependencies are found.,https://github.com/pmckeown/dependency-track-maven-plugin,[],"['java', 'owasp', 'maven-plugin', 'pom', 'component-analysis', 'maven-lifecycle', 'devsecops', 'software-composition-analysis', 'security-software', 'dependency-track', 'bom-upload']",Apache-2.0 license,47,2,17,,,0.0,,13,7,54,5,325,216,Java,CycloneDX
cyclonedx-maven-plugin,,https://github.com/wso2/security-tools,[],[],Apache-2.0 license,46,14,31,,,0.0,,18,18,13,8,141,598,Java,CycloneDX
swift-package-sbom,this repository contains the gok CLI tool of gokrazy,https://github.com/gokrazy/tools,[],[],BSD-3-Clause license,46,5,26,,,,,21,5,22,2,33,276,Go,CycloneDX
swift-package-sbom,Builds istio releases in a hermetic and reproducible environment,https://github.com/istio/release-builder,[],[],Apache-2.0 license,45,76,76,,,0.0,,36,4,1631,4,1631,814,Go,CycloneDX
ko-build/ko,"Scoop Meta-bucket with all the apps in Scoop, always updated. One bucket for all your needs with the latest version of every app.",https://github.com/okibcn/ScoopMaster,[],"['database', 'apps', 'bucket', 'scoop', 'manifests', 'latest']",Unlicense license,43,3,1,1.0,DATABASES,0.0,,2,15,17,1,1,"10,426",PowerShell,CycloneDX
ko-build/ko,Platform Engineering on Kubernetes :: Book Examples,https://github.com/salaboy/platforms-on-k8s,[],[],Apache-2.0 license,42,4,19,,,0.0,,10,5,2,3,39,331,HTML,CycloneDX
sbom-cli-plugin,Plugins for integrating ACI with container orchestration systems,https://github.com/noironetworks/aci-containers,[],[],Apache-2.0 license,40,34,34,,,0.0,,37,1,19,4,1147,"1,759",Go,CycloneDX
cyclonedx-node-npm,"Utility that provides an API platform for validating, querying and managing BOM data",https://github.com/CycloneDX/sbom-utility,[],"['owasp', 'bom', 'vex', 'vdr', 'spdx', 'spdx-license', 'hacktoberfest', 'bill-of-materials', 'software-bill-of-materials', 'purl', 'package-url', 'sbom', 'cyclonedx', 'obom', 'mbom', 'saasbom', 'spdx-sbom', 'sbom-tool', 'sbom-quality']",,40,5,7,6.0,Release v0.13.0,0.0,1,3,13,14,0,32,251,Go,CycloneDX
cyclonedx-go,Buildpacks Utils Library,https://github.com/paketo-buildpacks/packit,[],[],Apache-2.0 license,39,17,22,80.0,v2.11.0,,,25,9,78,3,431,570,Go,CycloneDX
cyclonedx-cli,Open source skill management web application,https://github.com/puzzle/skills,[],"['cv', 'skill-management', 'partner-management']",AGPL-3.0 license,38,5,15,1.0,4.4.0,0.0,,29,57,155,2,335,"1,570",JavaScript,CycloneDX
cyclonedx-python,A serverless and offline-first PWA that lets you track your mood,https://github.com/benji6/moodtracker,[],"['tracker', 'journal', 'pwa', 'serverless', 'offline', 'progressive-web-app', 'mindfulness', 'wellbeing', 'mood-tracker', 'moods', 'moodtracker', 'mood-journal', 'moodjournal']",MIT license,38,6,6,,,0.0,,3,1,2,0,258,"1,401",TypeScript,CycloneDX
cyclonedx-python-lib,"Automatically updated pypi API data, available in bulk via git or sqlite",https://github.com/pypi-data/pypi-json-data,[],"['python', 'pypi']",MIT license,37,4,11,1.0,Latest Release,0.0,,3,1,5,0,6,628,,CycloneDX
cyclonedx-gomod,A place to systematically store software bill of materials (SBOM) documents.,https://github.com/chainguard-dev/bom-shelter,[],[],,36,4,4,,,0.0,,2,1,13,0,6,50,Python,CycloneDX
gh-dotnet-generate-sbom,Nmap and NSE command line wrapper in the style of Metasploit,https://github.com/paralax/ObsidianSailboat,[],"['cli', 'command-line', 'service-discovery', 'nmap', 'pentesting', 'appsec', 'hacking-tool', 'security-scanner', 'information-gathering', 'security-tools', 'nmap-scripts', 'nsescript', 'pentest-tool', 'nmap-commands']",BSD-3-Clause license,36,7,6,,,0.0,,2,3,0,0,4,64,C#,CycloneDX
cyclonedx-python,dbt (data build tool) adapter for the Oracle database,https://github.com/oracle/dbt-oracle,[],"['oracle', 'dbt', 'data-build-tool', 'autonomous-database']",,35,6,13,20.0,v1.6.0,0.0,12,8,6,44,0,54,270,Python,CycloneDX
cyclonedx-maven-plugin,,https://github.com/rmkanda/secure-pipeline-java-demo,[],"['security', 'devops', 'boilerplate', 'demo', 'pipeline', 'jenkins-pipeline', 'security-tools', 'devsecops', 'devsecops-pipeline', 'devsecops-best-practices']",MIT license,35,4,33,,,0.0,,2,0,0,0,2,45,Java,CycloneDX
cyclonedx-node-npm,"LICIT is a feature rich editor based on ProseMirror and an initial foundation of CZI code that was shared with the community. It is React at the core, but there are examples of integrating this with Angular. There is a link in the Readme file to an Angular test app that embeds the editor component.",https://github.com/MO-Movia/licit,[],"['react', 'javascript', 'editor', 'json', 'gui', 'prosemirror', 'wysiwyg-editor', 'rechtexteditor']",MIT license,35,11,11,32.0,Support rich copy embed images,0.0,1,18,18,13,6,169,"1,314",JavaScript,CycloneDX
ko-build/ko,,https://github.com/ko-build/setup-ko,[],[],Apache-2.0 license,34,2,11,6.0,v0.6,1.0,,6,0,2,3,11,47,Go,CycloneDX
ko-build/ko,📈CNCF-created tool for analyzing and graphing developer contributions,https://github.com/cncf/devstats,[],[],Apache-2.0 license,33,11,5,,,,,3,1,25,0,3,387,Shell,CycloneDX
cyclonedx-gomod,z-run -- scripting library lightweight Go-based tool,https://github.com/volution/z-run,[],"['go', 'bash', 'golang', 'fzf', 'scripting']",,33,5,3,7.0,v0.20.1,,,,14,22,0,0,657,Go,CycloneDX
cyclonedx-python,,https://github.com/fla-sil/PyTorrent,[],[],,33,2,21,,,0.0,,4,0,1,0,13,63,,CycloneDX
cyclonedx-gradle-plugin,Perforce IDEA Community VCS Integration,https://github.com/groboclown/p4ic4idea,[],"['plugin', 'intellij', 'android-studio', 'perforce', 'p4']",Apache-2.0 license,31,8,11,101.0,v0.12.0 Working Again,0.0,,2,35,189,0,10,647,Java,CycloneDX
cyclonedx-python,Open source PaaS and application marketplace,https://github.com/abilian/nua,[],"['python', 'docker', 'cli', 'cloud', 'web', 'containers', 'paas', 'self-hosting', 'markeplace']",,30,6,1,,,0.0,,2,18,0,0,0,"1,621",Python,CycloneDX
cyclonedx-python,public mirror of openSUSE sources from build.opensuse.org,https://github.com/bmwiedemann/openSUSE,[],"['mirror', 'ipfs', 'opensuse']",,29,7,8,,,0.0,,,0,0,0,0,"116,540",,CycloneDX
build-info-go,,https://github.com/jfrog/jfrog-cli-core,[],[],Apache-2.0 license,29,30,46,182.0,v2.43.3,0.0,,56,20,9,17,926,"2,198",Go,CycloneDX
